,bts_id,lat,lon,comuna
1473,L6NU6,-33.4542,-70.6051,ÑUÑOA
1474,STA11,-33.4408,-70.6497,SANTIAGO
1475,L6NU7,-33.4208,-70.6088,PROVIDENCIA
1476,A2EN1,-33.4051,-70.5762,LAS CONDES
1477,ALOVA,-33.4229,-70.6219,PROVIDENCIA
1478,APOPE,-33.5598,-70.5518,PUENTE ALTO
1479,HBOM2,-33.4953,-70.6039,MACUL
1480,ECOR1,-33.4369,-70.6327,PROVIDENCIA
1481,HFAR1,-33.4053,-70.5594,LAS CONDES
1482,PARC1,-33.4442,-70.6463,SANTIAGO
1483,LFRNF,-33.4111,-70.7007,QUINTA NORMAL
1484,LGLAF,-33.3952,-70.5228,LAS CONDES
1485,SUMPI,-33.6848,-71.2153,MELIPILLA
1486,CCA3H,-33.418,-70.6059,PROVIDENCIA
1487,CCY2A,-33.418,-70.6059,PROVIDENCIA
1488,CCY5C,-33.418,-70.6059,PROVIDENCIA
1489,ACA2E,-33.3904,-70.5474,LAS CONDES
1490,ACY4A,-33.3904,-70.5474,LAS CONDES
1491,PAY1A,-33.4024,-70.579,LAS CONDES
1492,ANTPR,-33.4092,-70.6357,RECOLETA
1493,AMY1A,-33.4825,-70.751,MAIPÚ
1494,POA2B,-33.5174,-70.7174,CERRILLOS
1495,TID5C,-33.4133,-70.6038,LAS CONDES
1496,HLFL1,-33.4878,-70.6066,MACUL
1497,BOTAS,-33.5274,-70.7116,CERRILLOS
1498,HMPU3,-33.4491,-70.7564,PUDAHUEL
1499,HDIR2,-33.4203,-70.7542,CERRO NAVIA
1500,HSFC2,-33.3958,-70.5111,LAS CONDES
1501,HSFC4,-33.3965,-70.5057,LAS CONDES
1502,SNPA2,-33.4142,-70.5808,LAS CONDES
1503,L6NL2,-33.4774,-70.6418,SAN JOAQUÍN
1504,L6NT5,-33.4626,-70.6068,ÑUÑOA
1505,MAO12,-33.4626,-70.6613,SANTIAGO
1506,L1004,-33.4079,-70.5448,LAS CONDES
1507,L1012,-33.4091,-70.5679,LAS CONDES
1508,L1026,-33.4512,-70.6786,ESTACIÓN CENTRAL
1509,L1013,-33.4091,-70.5679,LAS CONDES
1510,L1017,-33.4141,-70.5843,LAS CONDES
1511,HTR13,-33.5354,-70.6036,LA FLORIDA
1512,SALC1,-33.44,-70.5208,LA REINA
1513,SCMMO,-33.4469,-70.5283,LA REINA
1514,MASR3,-33.4054,-70.7055,RENCA
1515,MATUF,-33.4505,-70.6789,SANTIAGO
1516,CLIP2,-33.3176,-70.8591,LAMPA
1517,AVEMA,-33.472,-70.7574,MAIPÚ
1518,PCNT2,-33.3927,-70.5974,VITACURA
1519,FEDIS,-33.4342,-70.6615,SANTIAGO
1520,EPSU1,-33.4059,-70.5748,LAS CONDES
1521,MESJO,-33.4986,-70.6159,MACUL
1522,PLATF,-33.5734,-70.6359,LA PINTANA
1523,AREN2,-33.4626,-70.6622,SANTIAGO
1524,AAANT,-33.5445,-70.6335,LA GRANJA
1525,CARC2,-33.4921,-70.6174,MACUL
1526,PJUDI,-33.4402,-70.6567,SANTIAGO
1527,BBVA1,-33.4131,-70.6038,LAS CONDES
1528,HBCUR,-33.4108,-71.1486,CURACAVÍ
1529,HBTR2,-33.3925,-70.5538,LAS CONDES
1530,BIAR2,-33.4328,-70.6088,PROVIDENCIA
1531,TCNT1,-33.4382,-70.6453,SANTIAGO
1532,TCNT2,-33.4382,-70.6453,SANTIAGO
1533,COAGF,-33.4408,-70.65,SANTIAGO
1534,PARV2,-33.3366,-70.2894,LO BARNECHEA
1535,MBORG,-33.429,-70.6189,PROVIDENCIA
1536,HLRE7,-33.4567,-70.5361,LA REINA
1537,IBMPI,-33.4336,-70.6258,PROVIDENCIA
1538,MONAN,-33.5931,-70.5406,PUENTE ALTO
1539,HPSBC,-33.5932,-70.7034,SAN BERNARDO
1540,EDCT2,-33.4433,-70.6547,SANTIAGO
1541,RIESC,-33.4112,-70.5884,LAS CONDES
1542,MEPAZ,-33.5101,-70.757,MAIPÚ
1543,MFRA3,-33.4368,-70.7356,LO PRADO
1544,PEDRF,-33.5086,-70.6148,SAN JOAQUÍN
1545,EMCOO,-33.4498,-70.6566,SANTIAGO
1546,EMATT,-33.4049,-70.5732,LAS CONDES
1547,MEVIV,-33.5275,-70.5967,LA FLORIDA
1548,HNUN6,-33.4595,-70.5619,LA REINA
1549,MACDC,-33.3904,-70.5474,LAS CONDES
1550,LPDTE,-33.4764,-70.568,PEÑALOLÉN
1551,FBROI,-33.4357,-70.661,SANTIAGO
1552,QQA1B,-33.4881,-70.5776,PEÑALOLÉN
1553,VIZCL,-33.5968,-70.5203,PUENTE ALTO
1554,LVYBM,-33.8284,-70.0588,SAN JOSÉ DE MAIPO
1555,HMARF,-33.3999,-70.5745,LAS CONDES
1556,CUHIE,-33.3874,-71.1906,CURACAVÍ
1557,MERCA,-33.4349,-70.6516,SANTIAGO
1558,CCA4G,-33.418,-70.6059,PROVIDENCIA
1559,CCA4O,-33.418,-70.6059,PROVIDENCIA
1560,CCA3J,-33.418,-70.6059,PROVIDENCIA
1561,CCA3O,-33.418,-70.6059,PROVIDENCIA
1562,ACA3G,-33.3904,-70.5474,LAS CONDES
1563,ACA3H,-33.3904,-70.5474,LAS CONDES
1564,ACY2A,-33.3904,-70.5474,LAS CONDES
1565,PAA1J,-33.4024,-70.579,LAS CONDES
1566,PAY4A,-33.4024,-70.579,LAS CONDES
1567,BASF2,-33.4342,-70.653,SANTIAGO
1568,MPRT2,-33.611,-70.8865,PEÑAFLOR
1569,EMON2,-33.507,-70.605,MACUL
1570,PSCH1,-33.4099,-70.5727,LAS CONDES
1571,ABTS1,-33.5951,-70.715,SAN BERNARDO
1572,STAG7,-33.4408,-70.6497,SANTIAGO
1573,STA10,-33.4408,-70.6497,SANTIAGO
1574,STA12,-33.4408,-70.6497,SANTIAGO
1575,EMC02,-33.439,-70.6543,SANTIAGO
1576,L3N09,-33.433,-70.6517,SANTIAGO
1577,L3N10,-33.4179,-70.6561,INDEPENDENCIA
1578,SUMI2,-33.4404,-70.6487,SANTIAGO
1579,MENAC,-33.4657,-70.6108,ÑUÑOA
1580,PIROJ,-33.2608,-70.6246,COLINA
1581,SUHU2,-33.4402,-70.6556,SANTIAGO
1582,SUSBE,-33.5914,-70.7062,SAN BERNARDO
1583,CCA5D,-33.418,-70.6059,PROVIDENCIA
1584,CCY1E,-33.418,-70.6059,PROVIDENCIA
1585,CCY4A,-33.418,-70.6059,PROVIDENCIA
1586,CCY5A,-33.418,-70.6059,PROVIDENCIA
1587,CLCDF,-33.3851,-70.5326,LAS CONDES
1588,ACA1B,-33.3904,-70.5474,LAS CONDES
1589,PAA1E,-33.4024,-70.579,LAS CONDES
1590,PAA1G,-33.4024,-70.579,LAS CONDES
1591,PAA1H,-33.4024,-70.579,LAS CONDES
1592,AMA1B,-33.4825,-70.751,MAIPÚ
1593,ALAF2,-33.4452,-70.6551,SANTIAGO
1594,QQA1C,-33.4881,-70.5776,PEÑALOLÉN
1595,QQB1B,-33.4881,-70.5776,PEÑALOLÉN
1596,HSFC3,-33.3801,-70.5129,LAS CONDES
1597,SCLAD,-33.3881,-70.582,VITACURA
1598,L6NT2,-33.4791,-70.6807,PEDRO AGUIRRE CERDA
1599,L1029,-33.4531,-70.6862,ESTACIÓN CENTRAL
1600,INDED,-33.3993,-70.6689,CONCHALÍ
1601,L1007,-33.4079,-70.5448,LAS CONDES
1602,LATA2,-33.3969,-70.7925,PUDAHUEL
1603,CNH13,-33.4212,-70.7247,CERRO NAVIA
1604,HTR22,-33.5395,-70.5985,LA FLORIDA
1605,SCSAP,-33.2666,-70.6347,COLINA
1606,CNH11,-33.424,-70.7192,CERRO NAVIA
1607,SCJR1,-33.2612,-70.6456,COLINA
1608,EMA02,-33.439,-70.6543,SANTIAGO
1609,EMX01,-33.439,-70.6543,SANTIAGO
1610,SCHMI,-33.4514,-70.5397,LA REINA
1611,SCPEE,-33.4422,-70.5531,LA REINA
1612,QNACA,-33.5009,-70.5275,PEÑALOLÉN
1613,DIGOR,-33.4444,-70.6176,PROVIDENCIA
1614,VIAMU,-33.3653,-70.579,VITACURA
1615,MREYF,-33.4169,-70.5976,LAS CONDES
1616,HMAR3,-33.3999,-70.5745,LAS CONDES
1617,TCJJP,-33.43,-70.7269,CERRO NAVIA
1618,GILLC,-33.3796,-70.53,VITACURA
1619,MOHUF,-33.4399,-70.6535,SANTIAGO
1620,MACD2,-33.3904,-70.5474,LAS CONDES
1621,CLINF,-33.2059,-70.6759,COLINA
1622,SASDO,-33.4362,-70.649,SANTIAGO
1623,ANOCH,-33.3468,-70.6268,HUECHURABA
1624,PARV3,-33.3371,-70.2905,LO BARNECHEA
1625,MBLNF,-33.4255,-70.6112,PROVIDENCIA
1626,MHOLF,-33.4195,-70.6042,PROVIDENCIA
1627,SKLAI,-33.3226,-70.7208,LAMPA
1628,COECI,-33.4399,-70.6517,SANTIAGO
1629,LPHB1,-33.5608,-70.7855,MAIPÚ
1630,MEPRA,-33.4433,-70.7164,LO PRADO
1631,MELOU,-33.4393,-70.685,SANTIAGO
1632,MEFLO,-33.5198,-70.5997,LA FLORIDA
1633,CIALQ,-33.3712,-70.7084,QUILICURA
1634,MIRAL,-33.4071,-70.5279,LAS CONDES
1635,MASR1,-33.4055,-70.7055,RENCA
1636,HLFL2,-33.4966,-70.596,MACUL
1637,HOCRI,-33.4616,-70.6862,ESTACIÓN CENTRAL
1638,MEGCF,-33.4013,-70.5754,LAS CONDES
1639,QQB1C,-33.4881,-70.5776,PEÑALOLÉN
1640,POLPA,-33.1552,-70.8283,TILTIL
1641,MELAC,-33.5375,-70.664,LA CISTERNA
1642,MLARE,-33.4574,-70.7058,ESTACIÓN CENTRAL
1643,SATCU,-33.5617,-70.6783,EL BOSQUE
1644,HLRE3,-33.4647,-70.5331,LA REINA
1645,CCA5I,-33.418,-70.6059,PROVIDENCIA
1646,CCA3A,-33.418,-70.6059,PROVIDENCIA
1647,CCA2B,-33.418,-70.6059,PROVIDENCIA
1648,PAA2J,-33.4024,-70.579,LAS CONDES
1649,L6NW4,-33.4208,-70.6088,PROVIDENCIA
1650,TIE6A,-33.4133,-70.6038,LAS CONDES
1651,MPARF,-33.4445,-70.6494,SANTIAGO
1652,HBOM1,-33.4966,-70.596,MACUL
1653,PDVC1,-33.443000000000005,-70.6071,PROVIDENCIA
1654,SUIBU,-33.4373,-70.6322,PROVIDENCIA
1655,CCA5F,-33.418,-70.6059,PROVIDENCIA
1656,FSBEF,-33.4725,-70.6316,SANTIAGO
1657,CCA2D,-33.418,-70.6059,PROVIDENCIA
1658,CCA1D,-33.418,-70.6059,PROVIDENCIA
1659,CCA1E,-33.418,-70.6059,PROVIDENCIA
1660,MIMON,-33.4415,-70.6466,SANTIAGO
1661,PDHSF,-33.3573,-70.5161,LO BARNECHEA
1662,ACA3B,-33.3904,-70.5474,LAS CONDES
1663,ACA3F,-33.3904,-70.5474,LAS CONDES
1664,LNFAF,-33.479,-70.7141,ESTACIÓN CENTRAL
1665,PAA2B,-33.4024,-70.579,LAS CONDES
1666,PAY2A,-33.4024,-70.579,LAS CONDES
1667,AMA2A,-33.4825,-70.751,MAIPÚ
1668,ARMAF,-33.4377,-70.6497,SANTIAGO
1669,HBCF2,-33.4844,-70.6797,PEDRO AGUIRRE CERDA
1670,HPCOU,-33.493,-70.5702,PEÑALOLÉN
1671,ESTC3,-33.4323,-70.6545,SANTIAGO
1672,SCGPN,-33.4375,-70.628,PROVIDENCIA
1673,MPDO2,-33.4155,-70.5407,LAS CONDES
1674,MAO21,-33.4631,-70.6614,SANTIAGO
1675,L1020,-33.4152,-70.5896,LAS CONDES
1676,L1032,-33.4559,-70.7014,ESTACIÓN CENTRAL
1677,L1023,-33.4482,-70.6691,SANTIAGO
1678,LATA1,-33.3969,-70.7925,PUDAHUEL
1679,HAILL,-33.5501,-70.7662,MAIPÚ
1680,SAND2,-33.4746,-70.6278,SAN JOAQUÍN
1681,RPLE4,-33.4419,-70.6492,SANTIAGO
1682,ALVAL,-33.4637,-70.5217,PEÑALOLÉN
1683,HTR12,-33.5395,-70.6088,LA FLORIDA
1684,HASOL,-33.5098,-70.7949,MAIPÚ
1685,HPRO3,-33.4315,-70.598,PROVIDENCIA
1686,TVN07,-33.4271,-70.6243,PROVIDENCIA
1687,SUAIP,-33.5066,-70.7577,MAIPÚ
1688,M21MF,-33.6104,-70.5744,PUENTE ALTO
1689,HUMCF,-33.4393,-70.64699999999999,SANTIAGO
1690,TEHF2,-33.44,-70.6553,SANTIAGO
1691,SAAF2,-33.4409,-70.648,SANTIAGO
1692,CISRF,-33.3952,-70.6333,RECOLETA
1693,ESAIN,-33.442,-70.652,SANTIAGO
1694,HPDV1,-33.455,-70.6139,ÑUÑOA
1695,MPIOF,-33.4317,-70.6362,RECOLETA
1696,TPSC2,-33.3284,-70.5316,LO BARNECHEA
1697,AMA2C,-33.4825,-70.751,MAIPÚ
1698,MTHYF,-33.4186,-70.60300000000001,PROVIDENCIA
1699,HMER1,-33.5044,-70.6774,PEDRO AGUIRRE CERDA
1700,BELAB,-33.437,-70.6326,PROVIDENCIA
1701,HIND1,-33.4352,-70.63600000000001,RECOLETA
1702,PPLG2,-33.4438,-70.6579,SANTIAGO
1703,PAAND,-33.4048,-70.5747,LAS CONDES
1704,CCA4K,-33.418,-70.6059,PROVIDENCIA
1705,CCA3B,-33.418,-70.6059,PROVIDENCIA
1706,CCA3I,-33.418,-70.6059,PROVIDENCIA
1707,CCA1I,-33.418,-70.6059,PROVIDENCIA
1708,PAA2K,-33.4024,-70.579,LAS CONDES
1709,SCSPS,-33.3885,-70.5032,LAS CONDES
1710,HAPO5,-33.4139,-70.5323,LAS CONDES
1711,CBRET,-33.4129,-70.6038,LAS CONDES
1712,STAG8,-33.4408,-70.6497,SANTIAGO
1713,OPSAT,-33.4563,-70.8992,PUDAHUEL
1714,FAMIN,-33.4235,-70.6531,INDEPENDENCIA
1715,MTSAL,-33.4567,-70.7006,ESTACIÓN CENTRAL
1716,GJP2F,-33.3239,-70.5613,LO BARNECHEA
1717,CCA2F,-33.418,-70.6059,PROVIDENCIA
1718,PAA2I,-33.4024,-70.579,LAS CONDES
1719,PAX2A,-33.4024,-70.579,LAS CONDES
1720,PAX6A,-33.4024,-70.579,LAS CONDES
1721,TSTGI,-33.4542,-70.6886,ESTACIÓN CENTRAL
1722,POA3D,-33.5174,-70.7174,CERRILLOS
1723,POA2D,-33.5174,-70.7174,CERRILLOS
1724,TIB1C,-33.4133,-70.6038,LAS CONDES
1725,TIE4A,-33.4133,-70.6038,LAS CONDES
1726,QQB1D,-33.4881,-70.5776,PEÑALOLÉN
1727,DPUNO,-33.1907,-70.515,COLINA
1728,L1031,-33.4542,-70.6923,ESTACIÓN CENTRAL
1729,L1005,-33.4079,-70.5448,LAS CONDES
1730,L1028,-33.4512,-70.6786,ESTACIÓN CENTRAL
1731,HFER0,-33.4989,-70.7373,MAIPÚ
1732,HCAB3,-33.5876,-70.6879,SAN BERNARDO
1733,MFRA2,-33.4356,-70.7202,QUINTA NORMAL
1734,EYREC,-33.6253,-70.6033,PUENTE ALTO
1735,HUSF2,-33.4393,-70.6482,SANTIAGO
1736,GOCUF,-33.4157,-70.592,LAS CONDES
1737,PZLC3,-33.4192,-70.6069,PROVIDENCIA
1738,BOSAF,-33.4412,-70.6515,SANTIAGO
1739,HOSJF,-33.4428,-70.6791,SANTIAGO
1740,MECEM,-33.4138,-70.6436,RECOLETA
1741,HNUN1,-33.4463,-70.575,ÑUÑOA
1742,FBREI,-33.3994,-70.686,RENCA
1743,HSLU1,-33.4368,-70.6384,SANTIAGO
1744,HLCO1,-33.3979,-70.5929,VITACURA
1745,HGMI1,-33.5627,-70.6022,LA FLORIDA
1746,TUZAP,-33.3883,-71.2633,CURACAVÍ
1747,CMMPE,-33.478,-70.5434,PEÑALOLÉN
1748,RPHFF,-33.4395,-70.6505,SANTIAGO
1749,ELMEI,-33.3826,-70.5939,VITACURA
1750,REPUB,-33.4513,-70.6678,SANTIAGO
1751,CCA5J,-33.418,-70.6059,PROVIDENCIA
1752,CCA4B,-33.418,-70.6059,PROVIDENCIA
1753,CCA4C,-33.418,-70.6059,PROVIDENCIA
1754,CCA3K,-33.418,-70.6059,PROVIDENCIA
1755,CCA2R,-33.418,-70.6059,PROVIDENCIA
1756,CCY1G,-33.418,-70.6059,PROVIDENCIA
1757,PAA2C,-33.4024,-70.579,LAS CONDES
1758,BEHUB,-33.44,-70.6538,SANTIAGO
1759,RPLE3,-33.4419,-70.6492,SANTIAGO
1760,GESPF,-33.4391,-70.6491,SANTIAGO
1761,SUTAL,-33.6628,-70.9265,TALAGANTE
1762,SUNUN,-33.4547,-70.6016,ÑUÑOA
1763,CCA4I,-33.418,-70.6059,PROVIDENCIA
1764,CCA2K,-33.418,-70.6059,PROVIDENCIA
1765,ACA3I,-33.3904,-70.5474,LAS CONDES
1766,ACY5A,-33.3904,-70.5474,LAS CONDES
1767,AMA1F,-33.4825,-70.751,MAIPÚ
1768,POA3B,-33.5174,-70.7174,CERRILLOS
1769,POY1A,-33.5174,-70.7174,CERRILLOS
1770,TIF2D,-33.4133,-70.6038,LAS CONDES
1771,L6NL4,-33.4208,-70.6088,PROVIDENCIA
1772,L1008,-33.408,-70.5556,LAS CONDES
1773,L1009,-33.408,-70.5556,LAS CONDES
1774,L1030,-33.4531,-70.6862,ESTACIÓN CENTRAL
1775,HCAB1,-33.5826,-70.6861,SAN BERNARDO
1776,MASR2,-33.4014,-70.7063,RENCA
1777,EMA01,-33.439,-70.6543,SANTIAGO
1778,EMB01,-33.439,-70.6543,SANTIAGO
1779,MSMH1,-33.4402,-70.6556,SANTIAGO
1780,MOTEL,-33.4423,-70.6562,SANTIAGO
1781,COCEN,-33.4178,-70.6066,PROVIDENCIA
1782,MTSMF,-33.4232,-70.6223,PROVIDENCIA
1783,MIRA4,-33.416,-70.6066,LAS CONDES
1784,PARV1,-33.3331,-70.2892,LO BARNECHEA
1785,MBELF,-33.4221,-70.6083,PROVIDENCIA
1786,LONDR,-33.4451,-70.6483,SANTIAGO
1787,HVIT2,-33.3826,-70.5782,VITACURA
1788,CCA5C,-33.418,-70.6059,PROVIDENCIA
1789,CCA4L,-33.418,-70.6059,PROVIDENCIA
1790,CCA3P,-33.418,-70.6059,PROVIDENCIA
1791,CCA1L,-33.418,-70.6059,PROVIDENCIA
1792,CCY1A,-33.418,-70.6059,PROVIDENCIA
1793,CCY2C,-33.418,-70.6059,PROVIDENCIA
1794,PAY6A,-33.4024,-70.579,LAS CONDES
1795,PAA2L,-33.4024,-70.579,LAS CONDES
1796,CCC3A,-33.418,-70.6059,PROVIDENCIA
1797,ITAA2,-33.4044,-70.5733,LAS CONDES
1798,CJLA1,-33.425,-70.6209,PROVIDENCIA
1799,OPSAP,-33.4563,-70.8992,PUDAHUEL
1800,STAG9,-33.4408,-70.6497,SANTIAGO
1801,SUDPT,-33.5026,-70.655,SAN MIGUEL
1802,SUBAR,-33.439,-70.6458,SANTIAGO
1803,SUPRV,-33.4209,-70.6094,PROVIDENCIA
1804,SUAP3,-33.416,-70.5936,LAS CONDES
1805,CCA4D,-33.418,-70.6059,PROVIDENCIA
1806,CCA4E,-33.418,-70.6059,PROVIDENCIA
1807,CCA4F,-33.418,-70.6059,PROVIDENCIA
1808,CCY3B,-33.418,-70.6059,PROVIDENCIA
1809,CCY3C,-33.418,-70.6059,PROVIDENCIA
1810,PAA2H,-33.4024,-70.579,LAS CONDES
1811,PAA1B,-33.4024,-70.579,LAS CONDES
1812,MPSPF,-33.4345,-70.6517,SANTIAGO
1813,QQA1E,-33.4881,-70.5776,PEÑALOLÉN
1814,HMPU1,-33.445,-70.7449,PUDAHUEL
1815,MBEVE,-33.4194,-70.5965,LAS CONDES
1816,L1021,-33.4152,-70.5896,LAS CONDES
1817,MVCHI,-33.2795,-70.62899999999999,COLINA
1818,SCALP,-33.2512,-70.7171,COLINA
1819,SCEVG,-33.2745,-70.6562,COLINA
1820,SCJR2,-33.2504,-70.6266,COLINA
1821,EVLPE,-33.4865,-70.5385,PEÑALOLÉN
1822,ESQB2,-33.4467,-70.6837,ESTACIÓN CENTRAL
1823,PEDWF,-33.4396,-70.6516,SANTIAGO
1824,DUOCP,-33.4327,-70.6147,PROVIDENCIA
1825,MIRA2,-33.416,-70.6066,LAS CONDES
1826,MLEOF,-33.4235,-70.6047,PROVIDENCIA
1827,DPRDF,-33.4277,-70.617,PROVIDENCIA
1828,HTRI2,-33.5394,-70.6035,LA FLORIDA
1829,SURAM,-33.4401,-70.6455,SANTIAGO
1830,QUINO,-33.3538,-70.7552,QUILICURA
1831,AALIR,-33.476,-70.631,SAN JOAQUÍN
1832,SBSAI,-33.4431,-70.6486,SANTIAGO
1833,HOTWD,-33.4139,-70.5984,LAS CONDES
1834,ESA12,-33.4416,-70.6523,SANTIAGO
1835,ACA2D,-33.3904,-70.5474,LAS CONDES
1836,WGNSB,-33.5337,-70.7061,SAN BERNARDO
1837,MLCF2,-33.4357,-70.6508,SANTIAGO
1838,MCOUS,-33.4418,-70.6499,SANTIAGO
1839,MQFZM,-33.4429,-70.6072,PROVIDENCIA
1840,CCA4A,-33.418,-70.6059,PROVIDENCIA
1841,CCA3F,-33.418,-70.6059,PROVIDENCIA
1842,CCA1F,-33.418,-70.6059,PROVIDENCIA
1843,CCY3A,-33.418,-70.6059,PROVIDENCIA
1844,PAA3D,-33.4024,-70.579,LAS CONDES
1845,SCME1,-33.6933,-71.2239,MELIPILLA
1846,QQA1G,-33.4881,-70.5776,PEÑALOLÉN
1847,QQB1G,-33.4881,-70.5776,PEÑALOLÉN
1848,ESTC2,-33.4323,-70.6545,SANTIAGO
1849,PECON,-33.409,-70.7464,RENCA
1850,L1024,-33.4494,-70.6723,SANTIAGO
1851,L1019,-33.4141,-70.5843,LAS CONDES
1852,ARRU5,-33.4048,-70.5742,LAS CONDES
1853,SCCO1,-33.3155,-70.6563,COLINA
1854,HTR11,-33.5435,-70.6079,LA FLORIDA
1855,EMC01,-33.439,-70.6543,SANTIAGO
1856,SCAJA,-33.4361,-70.5244,LA REINA
1857,SCCSV,-33.4375,-70.5389,LA REINA
1858,SCCVP,-33.4342,-70.5428,LA REINA
1859,ELTRO,-33.4815,-70.5505,PEÑALOLÉN
1860,HTR23,-33.5428,-70.6021,LA FLORIDA
1861,MOSAF,-33.437,-70.6486,SANTIAGO
1862,MPTRF,-33.4308,-70.6447,RECOLETA
1863,QQA1A,-33.4881,-70.5776,PEÑALOLÉN
1864,QQA1F,-33.4881,-70.5776,PEÑALOLÉN
1865,PAA2G,-33.4024,-70.579,LAS CONDES
1866,UCSJL,-33.4999,-70.6142,MACUL
1867,SBRAN,-33.543,-70.7105,SAN BERNARDO
1868,SAAL2,-33.412,-70.5796,LAS CONDES
1869,STDB1,-33.4412,-70.6522,SANTIAGO
1870,MLPIF,-33.4145,-70.5971,LAS CONDES
