,bts_id,lat,lon,comuna
493,GUANF,-33.3757,-70.6636,CONCHALÍ
494,PDCOF,-33.3704,-70.6902,CONCHALÍ
495,LDALF,-33.4338,-70.5972,PROVIDENCIA
496,DILAC,-33.4774,-70.5252,PEÑALOLÉN
497,LFLAF,-33.3429,-70.5451,LO BARNECHEA
498,LIRF2,-33.4541,-70.6415,SANTIAGO
499,LOHER,-33.5977,-70.7712,CALERA DE TANGO
500,LPUAF,-33.5999,-70.5749,PUENTE ALTO
501,LUISG,-33.4966,-70.7512,MAIPÚ
502,MACOF,-33.3576,-70.7403,QUILICURA
503,MONPL,-33.4443,-70.6546,SANTIAGO
504,CERVF,-33.4353,-70.65,SANTIAGO
505,PAIG1,-33.811,-70.7426,PAINE
506,LIROF,-33.7787,-70.6961,BUIN
507,CVALL,-33.4493,-70.8575,PUDAHUEL
508,ABELF,-33.424,-70.6182,PROVIDENCIA
509,ACACF,-33.5266,-70.5915,LA FLORIDA
510,ALBAC,-33.3071,-70.6723,COLINA
511,ALOC1,-33.4188,-70.5641,LAS CONDES
512,BALG1,-33.6072,-70.5455,PUENTE ALTO
513,BMUCF,-33.4325,-70.6687,SANTIAGO
514,BOTC2,-33.5076,-70.5682,PEÑALOLÉN
515,CCASN,-33.4921,-70.6174,MACUL
516,CCHC1,-33.3928,-70.6728,CONCHALÍ
517,CESCR,-33.4335,-70.653,SANTIAGO
518,CNSC1,-33.522,-70.5802,LA FLORIDA
519,CONSF,-33.4678,-70.5398,PEÑALOLÉN
520,CVTRF,-33.4414,-70.5853,ÑUÑOA
521,DSCG1,-33.4629,-70.7649,MAIPÚ
522,EASYQ,-33.4779,-70.579,MACUL
523,EDSOF,-33.4702,-70.7489,MAIPÚ
524,ENEBR,-33.5944,-70.5839,PUENTE ALTO
525,EOLIF,-33.3983,-70.6865,RENCA
526,EPOC2,-33.3967,-70.5879,VITACURA
527,ERRAF,-33.4977,-70.7223,CERRILLOS
528,ESRCF,-33.4094,-70.604,LAS CONDES
529,FRATO,-33.4365,-70.7278,CERRO NAVIA
530,GALAF,-33.4482,-70.693,ESTACIÓN CENTRAL
531,GMIC1,-33.5587,-70.565,LA FLORIDA
532,ELOJE,-33.4258,-70.5997,PROVIDENCIA
533,FOTF2,-33.426,-70.6123,PROVIDENCIA
534,PLABA,-33.5412,-70.6434,SAN RAMÓN
535,VOLAR,-33.3657,-70.7385,QUILICURA
536,MOCF2,-33.4375,-70.6541,SANTIAGO
537,PRIMA,-33.6016,-70.6233,LA PINTANA
538,PUAC1,-33.6063,-70.577,PUENTE ALTO
539,RAMC1,-33.5544,-70.6325,SAN RAMÓN
540,RECC1,-33.4061,-70.6442,RECOLETA
541,REIG1,-33.4468,-70.5527,LA REINA
542,RJMC1,-33.5396,-70.5757,LA FLORIDA
543,RUOVF,-33.5114,-70.6702,LA CISTERNA
544,SACRF,-33.6025,-70.6689,LA PINTANA
545,SJESF,-33.5465,-70.6032,LA FLORIDA
546,SJNF2,-33.5829,-70.4426,SAN JOSÉ DE MAIPO
547,SRSC1,-33.516,-70.6395,SAN MIGUEL
548,BUSIS,-33.4456,-70.6305,PROVIDENCIA
549,SVEST,-33.4368,-70.7536,PUDAHUEL
550,TINOF,-33.3879,-70.5435,VITACURA
551,VDNOF,-33.486999999999995,-70.6195,SAN JOAQUÍN
552,VTAND,-33.3806,-70.5419,VITACURA
553,NLYON,-33.4214,-70.6125,PROVIDENCIA
554,VCHIC,-33.4314,-70.65,RECOLETA
555,CLCP2,-33.3854,-70.5295,LAS CONDES
556,COSNC,-33.4259,-70.6327,PROVIDENCIA
557,EDNUA,-33.5076,-70.6586,SAN MIGUEL
558,CTDLF,-33.4372,-70.6522,SANTIAGO
559,HCHMU,-33.5143,-70.565,LA FLORIDA
560,BAHF2,-33.4403,-70.6522,SANTIAGO
561,HUARA,-33.4284,-70.5594,LAS CONDES
562,GENER,-33.4594,-70.6102,ÑUÑOA
563,HSFR1,-33.3754,-70.5419,VITACURA
564,MCALF,-33.3918,-70.57300000000001,VITACURA
565,HCVAL,-33.4593,-70.8423,PUDAHUEL
566,HLAMO,-33.3187,-70.733,LAMPA
567,MEPDV,-33.4254,-70.6145,PROVIDENCIA
568,AGSC1,-33.4469,-70.6751,SANTIAGO
569,HBSIL,-33.45,-70.6565,SANTIAGO
570,MCSNF,-33.4383,-70.6484,SANTIAGO
571,INDC1,-33.4213,-70.6532,INDEPENDENCIA
572,TLILA,-33.426,-70.5921,PROVIDENCIA
573,DELOI,-33.4053,-70.572,LAS CONDES
574,MTBLF,-33.5702,-70.5569,PUENTE ALTO
575,CAJG1,-33.6322,-70.3343,SAN JOSÉ DE MAIPO
576,AMEXF,-33.5652,-70.5677,PUENTE ALTO
577,LECHE,-33.6344,-70.6097,PUENTE ALTO
578,VPAI2,-33.8094,-70.8607,BUIN
579,MECOL,-33.4262,-70.59100000000001,PROVIDENCIA
580,MELOR,-33.4625,-70.5738,PEÑALOLÉN
581,GENOL,-33.4305,-70.6906,QUINTA NORMAL
582,MEPRI,-33.4392,-70.5731,LA REINA
583,MEPUE,-33.6098,-70.5755,PUENTE ALTO
584,PNOG1,-33.2871,-70.7312,COLINA
585,FBMOI,-33.4419,-70.6501,SANTIAGO
586,APUF2,-33.4099,-70.5675,LAS CONDES
587,PUSF2,-33.4363,-70.6513,SANTIAGO
588,MATTA,-33.4549,-70.6266,ÑUÑOA
589,VESR5,-33.369,-70.7006,QUILICURA
590,COBAF,-33.4385,-70.6524,SANTIAGO
591,MEIGF,-33.4521,-70.6768,SANTIAGO
592,LMIR3,-33.6259,-70.7028,SAN BERNARDO
593,PAI18,-33.8029,-70.7063,PAINE
594,C68CB,-33.4325,-71.0286,CURACAVÍ
595,IGNAC,-33.5277,-70.7969,MAIPÚ
596,LLELO,-33.4223,-70.6054,PROVIDENCIA
597,SANT5,-33.5322,-70.6031,LA FLORIDA
598,MANUA,-33.5427,-70.5955,LA FLORIDA
599,PETEO,-33.6115,-70.9014,PEÑAFLOR
600,HAP10,-33.4045,-70.5748,LAS CONDES
601,HAP11,-33.4061,-70.5707,LAS CONDES
602,MAPLI,-33.3648,-70.6783,HUECHURABA
603,MAPLA,-33.3659,-70.6784,HUECHURABA
604,KPRIV,-33.3893,-70.5874,VITACURA
605,IRAPA,-33.6064,-70.5692,PUENTE ALTO
606,SSRIE,-33.413000000000004,-70.6001,LAS CONDES
607,LATRA,-33.4543,-70.7582,PUDAHUEL
608,MEDEP,-33.5032,-70.655,SAN MIGUEL
609,HCRC1,-33.3846,-70.6399,RECOLETA
610,CEMPR,-33.3894,-70.6109,HUECHURABA
611,MPEGA,-33.4524,-70.5695,LA REINA
612,MEVES,-33.3809,-70.6459,RECOLETA
613,PIODI,-33.4334,-70.6356,PROVIDENCIA
614,VIETE,-33.387,-70.5645,VITACURA
615,STATE,-33.5432,-70.5714,LA FLORIDA
616,HUEES,-33.4394,-70.6494,SANTIAGO
617,RIVSF,-33.4821,-70.6351,SAN JOAQUÍN
618,MPLDO,-33.3549,-70.5174,LO BARNECHEA
619,CAN13,-33.4275,-70.6273,PROVIDENCIA
620,CQUEF,-33.3639,-70.3509,LO BARNECHEA
621,11SEP,-33.4223,-70.6111,PROVIDENCIA
622,BARRO,-33.4306,-70.6179,PROVIDENCIA
623,HUELE,-33.4233,-70.7399,CERRO NAVIA
624,MBOM5,-33.493,-70.5878,MACUL
625,MDUA1,-33.4594,-70.5716,PEÑALOLÉN
626,MINOO,-33.436,-70.6303,PROVIDENCIA
627,PAINE,-33.8031,-70.7556,BUIN
628,RVICT,-33.5009,-70.6874,PEDRO AGUIRRE CERDA
629,MACHO,-33.4258,-70.7184,QUINTA NORMAL
630,PTIB1,-33.4134,-70.6062,LAS CONDES
631,FLAVA,-33.4257,-70.5813,LAS CONDES
632,ROARA,-33.4751,-70.6067,MACUL
633,PESSJ,-33.6267,-70.8447,PEÑAFLOR
634,EOBRA,-33.6274,-70.612,PUENTE ALTO
635,MPVSF,-33.5178,-70.5984,LA FLORIDA
636,CBARB,-33.4718,-71.0138,CURACAVÍ
637,CIUSA,-33.5545,-70.795,MAIPÚ
638,LANBM,-33.3869,-70.7938,PUDAHUEL
639,MAMA1,-33.4803,-70.7517,MAIPÚ
640,ESAN4,-33.4413,-70.6518,SANTIAGO
641,PARIL,-33.3067,-70.7008,COLINA
642,HAGSB,-33.6025,-70.7017,SAN BERNARDO
643,MAMA2,-33.4803,-70.7517,MAIPÚ
644,FAMAM,-33.4799,-70.7516,MAIPÚ
645,TALGT,-33.6753,-70.9499,TALAGANTE
646,LUISZ,-33.4119,-70.57300000000001,LAS CONDES
647,MGENC,-33.4386,-70.6518,SANTIAGO
648,ALTLS,-33.1399,-70.7054,COLINA
649,MCFLC,-33.1678,-70.3258,LO BARNECHEA
650,CPEZC,-33.1923,-70.3405,LO BARNECHEA
651,CTLTD,-33.1437,-70.7147,COLINA
652,SANTO,-33.4361,-70.6473,SANTIAGO
653,SANT2,-33.4439,-70.6238,PROVIDENCIA
654,PASTA,-33.4345,-70.6348,PROVIDENCIA
655,BCILC,-33.4161,-70.5895,LAS CONDES
656,SANT4,-33.5403,-70.6347,SAN RAMÓN
657,MIHF2,-33.4392,-70.6456,SANTIAGO
658,TPSC1,-33.3284,-70.5316,LO BARNECHEA
659,BCIHU,-33.44,-70.6524,SANTIAGO
660,ABEDF,-33.4075,-70.5997,VITACURA
661,LAVAN,-33.4231,-70.5896,LAS CONDES
662,MAQUI,-33.3662,-70.7269,QUILICURA
663,CARAB,-33.3711,-70.5775,VITACURA
664,FOSF2,-33.417,-70.596,LAS CONDES
665,SENOS,-33.4334,-70.7076,QUINTA NORMAL
666,VITAR,-33.7483,-70.9115,ISLA DE MAIPO
667,BMERF,-33.4552,-70.6839,ESTACIÓN CENTRAL
668,LOSCU,-33.4129,-70.6089,PROVIDENCIA
669,MCLAF,-33.449,-70.6125,ÑUÑOA
670,MEVIM,-33.5196,-70.5961,LA FLORIDA
671,TALPE,-33.6432,-70.9164,TALAGANTE
672,PAINC,-33.8139,-70.7483,PAINE
673,TDIJU,-33.4534,-70.6478,SANTIAGO
674,AHALF,-33.4435,-70.6506,SANTIAGO
675,ARRYF,-33.3355,-70.4839,LO BARNECHEA
676,ASFRE,-33.4369,-70.7456,PUDAHUEL
677,CACON,-33.329,-70.7266,QUILICURA
678,CCVN2,-33.3967,-71.1421,CURACAVÍ
679,HUING,-33.3394,-70.5119,LO BARNECHEA
680,MFLOF,-33.5175,-70.6055,LA FLORIDA
681,MTCAR,-33.4296,-70.6275,PROVIDENCIA
682,PARC2,-33.4442,-70.6463,SANTIAGO
683,MELAM,-33.4447,-70.6553,SANTIAGO
684,MELOH,-33.4462,-70.6603,SANTIAGO
685,MEREP,-33.4482,-70.6691,SANTIAGO
686,HPDV2,-33.4485,-70.5822,ÑUÑOA
687,AHMF2,-33.442,-70.6506,SANTIAGO
688,CHELO,-33.4224,-70.641,RECOLETA
689,LIBEB,-33.4275,-70.6808,QUINTA NORMAL
690,HBVA1,-33.4278,-70.5846,LAS CONDES
691,DOCTO,-33.4446,-70.5964,PROVIDENCIA
692,ALENO,-33.4136,-70.5975,LAS CONDES
693,CRECE,-33.3737,-70.5487,VITACURA
694,CUETE,-33.4439,-70.5918,PROVIDENCIA
695,DLSLT,-33.5375,-70.544,LA FLORIDA
696,SLINE,-33.3676,-70.7105,QUILICURA
697,ESTMO,-33.4417,-70.6486,SANTIAGO
698,FLLCA,-33.4298,-70.5772,LAS CONDES
699,LDLDE,-33.3402,-70.5286,LO BARNECHEA
700,VINOS,-33.4942,-70.6417,SAN MIGUEL
701,AGMAC,-33.4407,-70.6468,SANTIAGO
702,ALACI,-33.4471,-70.6626,SANTIAGO
703,APIMB,-33.583,-70.5498,PUENTE ALTO
704,ACTLE,-33.569,-70.5826,PUENTE ALTO
705,HTELW,-33.4158,-70.595,LAS CONDES
706,UCATC,-33.4437,-70.641,SANTIAGO
707,IDABA,-33.4264,-70.6539,INDEPENDENCIA
708,CPAVA,-33.2814,-70.6734,COLINA
709,BATNO,-33.2282,-70.8022,LAMPA
710,PDVC2,-33.443000000000005,-70.6071,PROVIDENCIA
711,HPPUA,-33.6103,-70.5748,PUENTE ALTO
712,AGUES,-33.4416,-70.6582,SANTIAGO
713,MTAJF,-33.4167,-70.6044,LAS CONDES
714,AMA2B,-33.4825,-70.751,MAIPÚ
715,VILIQ,-33.4011,-70.7217,RENCA
716,BUCDE,-33.7367,-70.7395,BUIN
717,AVLAU,-33.5867,-70.6539,LA PINTANA
718,SFRFE,-33.4351,-70.7628,PUDAHUEL
719,MECEF,-33.4497,-70.6756,SANTIAGO
720,PRIME,-33.537,-70.7165,SAN BERNARDO
721,SANT7,-33.2638,-70.727,COLINA
722,SKLCI,-33.416,-70.5863,LAS CONDES
723,SLSVF,-33.4699,-70.6761,SANTIAGO
724,AREN3,-33.4625,-70.6615,SANTIAGO
725,SANEU,-33.5657,-70.7187,SAN BERNARDO
726,HLRE4,-33.4389,-70.5398,LA REINA
727,HNUN3,-33.4501,-70.5556,LA REINA
728,HNUN5,-33.4571,-70.5676,LA REINA
729,CHANT,-33.4572,-70.6455,SANTIAGO
730,TANGO,-33.6144,-70.7214,SAN BERNARDO
731,WMQUI,-33.361,-70.7013,QUILICURA
732,CMNTA,-33.3328,-70.7443,QUILICURA
733,WMHUI,-33.39,-70.6141,HUECHURABA
734,CUNOE,-33.3884,-71.1259,CURACAVÍ
735,ARQUE,-33.4014,-70.5741,LAS CONDES
736,BATUC,-33.2284,-70.8392,LAMPA
737,VIGAF,-33.5789,-70.5768,PUENTE ALTO
738,MTLCF,-33.4594,-70.6515,SANTIAGO
739,BOQUE,-33.583,-70.6755,SAN BERNARDO
740,BUIC1,-33.7332,-70.735,BUIN
741,CARLE,-33.4165,-70.7047,QUINTA NORMAL
742,CNUNF,-33.4536,-70.6052,ÑUÑOA
743,PALTF,-33.4666,-70.5311,PEÑALOLÉN
744,PFVF2,-33.3558,-70.6756,HUECHURABA
745,PNCYA,-33.364000000000004,-70.6321,HUECHURABA
746,RODEO,-33.3487,-70.5164,LO BARNECHEA
747,TRINF,-33.5467,-70.5883,LA FLORIDA
748,SATAN,-33.8039,-71.3018,MELIPILLA
749,HIMA1,-33.7451,-70.8991,ISLA DE MAIPO
750,MCULO,-33.5083,-70.5897,PEÑALOLÉN
751,JULIE,-33.4511,-70.58800000000001,ÑUÑOA
752,CALEV,-33.3705,-70.7572,QUILICURA
753,ESBLA,-33.5118,-70.7305,MAIPÚ
754,2NENT,-33.5372,-70.6198,LA GRANJA
755,ENUCL,-33.4269,-70.53,LAS CONDES
756,LCOPI,-33.5919,-70.7951,CALERA DE TANGO
757,ELMOO,-33.7707,-71.2201,MELIPILLA
758,HSFR2,-33.3757,-70.5399,VITACURA
759,FONTA,-33.4193,-70.558,LAS CONDES
760,MESAA,-33.4383,-70.6481,SANTIAGO
761,MUNEB,-33.5557,-70.6681,EL BOSQUE
762,NUSIE,-33.8487,-70.7678,PAINE
763,PARAU,-33.4034,-70.5753,LAS CONDES
764,PVLPE,-33.4805,-70.6055,MACUL
765,LILAF,-33.4281,-70.5936,PROVIDENCIA
766,CRCV1,-33.4099,-70.5705,LAS CONDES
767,CRCV2,-33.41,-70.5703,LAS CONDES
768,ALVAR,-33.4517,-70.5222,LA REINA
769,SANT6,-33.2113,-70.6533,COLINA
770,PAMON,-33.4079,-70.5497,LAS CONDES
771,MEBL5,-33.4374,-70.6334,PROVIDENCIA
772,LOSEN,-33.5243,-70.5229,LA FLORIDA
773,MEVI5,-33.5263,-70.5968,LA FLORIDA
774,EPOCU,-33.4363,-70.6077,PROVIDENCIA
775,NVDG1,-33.3452,-70.5221,LO BARNECHEA
776,PRVC2,-33.333,-70.2843,LO BARNECHEA
777,CALG1,-33.3972,-70.5351,LAS CONDES
778,GOMAN,-33.3332,-70.5594,LO BARNECHEA
779,METRA,-33.4529,-70.7391,PUDAHUEL
780,MEPUD,-33.4446,-70.7406,LO PRADO
781,MEBLA,-33.4416,-70.7073,QUINTA NORMAL
782,MEARM,-33.4373,-70.6506,SANTIAGO
783,MENOR,-33.4403,-70.6804,SANTIAGO
784,MECUM,-33.4391,-70.6684,SANTIAGO
785,MEART,-33.4368,-70.6389,SANTIAGO
786,EBPHE,-33.3767,-70.5584,VITACURA
787,ESPAC,-33.3844,-70.6283,HUECHURABA
788,MEBUS,-33.4428,-70.6316,PROVIDENCIA
789,RAPET,-33.3596,-70.5151,LO BARNECHEA
790,SSTAM,-33.3074,-70.5418,LO BARNECHEA
791,PICHF,-33.5561,-70.723,SAN BERNARDO
792,MESTA,-33.4901,-70.7529,MAIPÚ
793,POA2F,-33.5174,-70.7174,CERRILLOS
794,MALVI,-33.5339,-70.6506,LA CISTERNA
795,MLINC,-33.4244,-70.6628,INDEPENDENCIA
796,MBAYR,-33.5114,-70.5574,PEÑALOLÉN
797,RM027,-33.4606,-70.6783,SANTIAGO
798,MININ,-33.4431,-70.6538,SANTIAGO
799,MILAN,-33.4769,-70.6508,SAN MIGUEL
800,AAPVI,-33.5951,-70.5386,PUENTE ALTO
801,BICHO,-33.2418,-70.6698,COLINA
802,OCAMC,-33.4515,-70.6736,SANTIAGO
803,YELCH,-33.4719,-70.7117,ESTACIÓN CENTRAL
804,EFEC2,-33.442,-70.6533,SANTIAGO
805,NVALB,-33.1649,-70.2866,LO BARNECHEA
806,ORRES,-33.4571,-70.5893,ÑUÑOA
807,MABLA,-33.5099,-70.7909,MAIPÚ
808,5DEUM,-33.4659,-70.7071,ESTACIÓN CENTRAL
809,VALLE,-33.3528,-70.7295,QUILICURA
810,SALVA,-33.4355,-70.6262,PROVIDENCIA
811,TAPAU,-33.403,-70.5773,LAS CONDES
812,LPANC,-33.4661,-70.9842,CURACAVÍ
813,ECUAH,-33.451,-70.6856,ESTACIÓN CENTRAL
814,HBIOI,-33.4737,-70.6399,SANTIAGO
815,GOHBT,-33.4534,-70.6673,SANTIAGO
816,MPDC2,-33.3736,-70.6922,CONCHALÍ
817,ENOTK,-33.4152,-70.6215,PROVIDENCIA
818,HLFL3,-33.4953,-70.6039,MACUL
819,HTVO0,-33.5042,-70.7481,MAIPÚ
820,AGAND,-33.4325,-70.6571,SANTIAGO
821,ITCTS,-33.5376,-70.6644,LA CISTERNA
822,LOSJO,-33.5509,-70.6183,LA GRANJA
823,MGAV1,-33.5202,-70.6547,LA CISTERNA
824,VILUC,-33.775,-70.7951,BUIN
825,ALALC,-33.4462,-70.6556,SANTIAGO
826,VALAM,-33.4438,-70.6557,SANTIAGO
827,HBACH,-33.504,-70.7573,MAIPÚ
828,COPES,-33.4673,-70.6308,SANTIAGO
829,H4ALA,-33.5176,-70.7607,MAIPÚ
830,MANNE,-33.3994,-70.5699,LAS CONDES
831,RODOL,-33.4505,-70.5919,ÑUÑOA
832,CAL42,-33.4184,-70.5958,LAS CONDES
833,CLIMB,-33.371,-70.4644,LO BARNECHEA
834,METOC,-33.4523,-70.6587,SANTIAGO
835,HNUN4,-33.453,-70.565,LA REINA
836,HCHI1,-33.4913,-70.65100000000001,SAN MIGUEL
837,ULTRI,-33.4143,-70.6031,LAS CONDES
838,MEIRA,-33.4538,-70.6288,ÑUÑOA
839,MENUB,-33.4672,-70.6252,ÑUÑOA
840,SATCL,-33.5305,-70.6985,LO ESPEJO
841,SESAN,-33.5428,-70.9012,PADRE HURTADO
842,SISAC,-33.4502,-70.6416,SANTIAGO
843,MARIT,-33.5086,-70.7025,CERRILLOS
844,TOCAL,-33.6046,-70.5918,PUENTE ALTO
845,TOME4,-33.5315,-70.6169,LA GRANJA
846,ARRAU,-33.4048,-70.5742,LAS CONDES
847,WATTS,-33.5473,-70.7018,SAN BERNARDO
848,ECOR6,-33.437,-70.6326,PROVIDENCIA
849,MEMAM,-33.4288,-70.6194,PROVIDENCIA
850,MEINS,-33.4065,-70.6432,RECOLETA
851,MEPAT,-33.4296,-70.6473,RECOLETA
852,MELH2,-33.4455,-70.6603,SANTIAGO
853,MEPOH,-33.461,-70.6568,SANTIAGO
854,MEFRA,-33.4757,-70.65,SANTIAGO
855,MELOV,-33.4964,-70.6527,SAN MIGUEL
856,MECIN,-33.5096,-70.6564,SAN MIGUEL
857,MELOO,-33.5174,-70.6586,LA CISTERNA
858,MAC2C,-33.4818,-70.5844,MACUL
859,EATCU,-33.496,-70.6327,SAN JOAQUÍN
860,EDCTR,-33.443000000000005,-70.6547,SANTIAGO
861,MESAN,-33.4426,-70.645,SANTIAGO
862,MEULA,-33.4494,-70.6723,SANTIAGO
863,MEECE,-33.4512,-70.6786,ESTACIÓN CENTRAL
864,MUSAC,-33.4531,-70.6862,ESTACIÓN CENTRAL
865,METPA,-33.4574,-70.71600000000001,LO PRADO
866,LARIB,-33.2992,-70.8594,LAMPA
867,ERTEU,-33.5526,-70.7797,MAIPÚ
868,NTE2U,-33.6791,-70.9859,EL MONTE
869,PUENT,-33.5757,-70.5177,PUENTE ALTO
870,HUPF2,-33.4395,-70.6499,SANTIAGO
871,ENTEU,-33.6995,-71.0244,EL MONTE
872,INA2U,-33.4947,-70.6627,SAN MIGUEL
873,HOIN1,-33.413000000000004,-70.6029,LAS CONDES
874,PORVG,-33.243,-70.7296,COLINA
875,HLRE2,-33.4498,-70.5236,LA REINA
876,CCA5H,-33.418,-70.6059,PROVIDENCIA
877,CCA2A,-33.418,-70.6059,PROVIDENCIA
878,CCA2E,-33.418,-70.6059,PROVIDENCIA
879,CCA2O,-33.418,-70.6059,PROVIDENCIA
880,CCA1G,-33.418,-70.6059,PROVIDENCIA
881,CCA1H,-33.418,-70.6059,PROVIDENCIA
882,ACA3A,-33.3904,-70.5474,LAS CONDES
883,ACA2C,-33.3904,-70.5474,LAS CONDES
884,PAA2E,-33.4024,-70.579,LAS CONDES
885,PAA1C,-33.4024,-70.579,LAS CONDES
886,MAPAC,-33.5098,-70.7578,MAIPÚ
887,GNDRM,-33.4358,-70.6555,SANTIAGO
888,ITAB2,-33.4044,-70.5733,LAS CONDES
889,TBRAS,-33.4008,-70.7453,RENCA
890,CMEAC,-33.6178,-70.8642,PEÑAFLOR
891,CRUCA,-33.6121,-70.7922,CALERA DE TANGO
892,KCLRK,-33.3024,-70.7095,COLINA
893,PJGMA,-33.4326,-70.6584,SANTIAGO
894,LROBL,-33.3825,-70.747,QUILICURA
895,CMASC,-33.3983,-70.7957,PUDAHUEL
896,MONU2,-33.5065,-70.6049,MACUL
897,MONU1,-33.5065,-70.6049,MACUL
898,MENA3,-33.4657,-70.6108,ÑUÑOA
899,MENA4,-33.4657,-70.6108,ÑUÑOA
900,VILLR,-33.8188,-70.7329,PAINE
901,HSFC1,-33.4013,-70.5256,LAS CONDES
902,L6NU1,-33.4845,-70.6944,CERRILLOS
903,L6NU4,-33.4774,-70.6418,SAN JOAQUÍN
904,BEAM1,-33.4436,-70.6524,SANTIAGO
905,STDB2,-33.4412,-70.6522,SANTIAGO
906,AGRIF,-33.4995,-70.5969,MACUL
907,ATRRF,-33.4815,-70.7257,MAIPÚ
908,AVPAZ,-33.4239,-70.6507,RECOLETA
909,EYZAF,-33.617,-70.60300000000001,PUENTE ALTO
910,GOBC1,-33.423,-70.6768,RENCA
911,HCARF,-33.4971,-70.7613,MAIPÚ
912,EDIRF,-33.4134,-70.5665,LAS CONDES
913,POYAF,-33.3735,-70.6332,HUECHURABA
914,MONTC,-33.3113,-70.7151,COLINA
915,RBAKF,-33.4287,-70.7223,CERRO NAVIA
916,TAPUD,-33.4067,-70.795,PUDAHUEL
917,VGRAF,-33.3112,-70.7388,LAMPA
918,L3N01,-33.4532,-70.5709,ÑUÑOA
919,L3N03,-33.4555,-70.5975,ÑUÑOA
920,L3N04,-33.4583,-70.643,SANTIAGO
921,L3N05,-33.4546,-70.6281,ÑUÑOA
922,L3N06,-33.4583,-70.643,SANTIAGO
923,L3N07,-33.4516,-70.6502,SANTIAGO
924,L3N11,-33.3974,-70.6695,CONCHALÍ
925,L3N12,-33.3852,-70.6795,CONCHALÍ
926,L3N02,-33.4555,-70.5975,ÑUÑOA
927,FBCA1,-33.4378,-70.6571,SANTIAGO
928,FBCA3,-33.4378,-70.6571,SANTIAGO
929,CERC1,-33.4875,-70.7033,CERRILLOS
930,CORF2,-33.4367,-70.632,PROVIDENCIA
931,DARAF,-33.3908,-70.5404,LAS CONDES
932,EUSAF,-33.4161,-70.6009,LAS CONDES
933,JERC1,-33.3938,-70.558,LAS CONDES
934,LPCSF,-33.4962,-70.5318,PEÑALOLÉN
935,LRRC1,-33.4542,-70.5309,LA REINA
936,PUNTI,-33.7261,-71.0019,ISLA DE MAIPO
937,CECH1,-33.5953,-70.7309,SAN BERNARDO
938,ELMA2,-33.5832,-70.3749,SAN JOSÉ DE MAIPO
939,MATXB,-33.4349,-70.6814,QUINTA NORMAL
940,NUNC1,-33.4486,-70.5725,ÑUÑOA
941,ORTRF,-33.3932,-70.6424,RECOLETA
942,PLING,-33.463,-70.5971,ÑUÑOA
943,VCASF,-33.4313,-70.6098,PROVIDENCIA
944,ZPTG1,-33.3891,-71.2666,CURACAVÍ
945,SACOX,-33.4669,-70.6525,SANTIAGO
946,NARVK,-33.4067,-70.5662,LAS CONDES
947,PELYA,-33.4309,-70.6229,PROVIDENCIA
948,FLXCF,-33.4243,-70.6128,PROVIDENCIA
949,AOSSF,-33.4374,-70.5738,LA REINA
950,LPALF,-33.4224,-70.6094,PROVIDENCIA
951,MJTC1,-33.4374,-70.6497,SANTIAGO
952,TEAHU,-33.4399,-70.6555,SANTIAGO
953,SUCC1,-33.4481,-70.5993,ÑUÑOA
954,REI2N,-33.4447,-70.5439,LA REINA
955,APORF,-33.5187,-70.7891,MAIPÚ
956,MELAB,-33.4184,-70.6016,PROVIDENCIA
957,OCNC1,-33.4429,-70.7706,PUDAHUEL
958,PENC1,-33.479,-70.5577,PEÑALOLÉN
959,VICEP,-33.4007,-70.5628,LAS CONDES
960,RMPC1,-33.6182,-70.6222,PUENTE ALTO
961,VFRAF,-33.4686,-70.7012,ESTACIÓN CENTRAL
962,MOVPV,-33.5167,-70.6005,LA FLORIDA
963,BATUF,-33.2395,-70.8066,LAMPA
964,JATOF,-33.527,-70.5625,LA FLORIDA
965,MCA2F,-33.4427,-70.6465,SANTIAGO
966,PA18F,-33.5306,-70.5853,LA FLORIDA
967,ENCC1,-33.4711,-70.6144,ÑUÑOA
968,ROSAF,-33.4346,-70.6557,SANTIAGO
969,PAR14,-33.5217,-70.5962,LA FLORIDA
970,PARTF,-33.4326,-70.6476,RECOLETA
971,JQVED,-33.5009,-70.6066,MACUL
972,QUILN,-33.3501,-70.7166,QUILICURA
973,FELIU,-33.3212,-70.6461,COLINA
974,MAPC1,-33.5082,-70.719,CERRILLOS
975,DINCF,-33.411,-70.5733,LAS CONDES
976,ACHNF,-33.2848,-70.6938,COLINA
977,PPTAF,-33.8294,-71.3202,MELIPILLA
978,PSURF,-33.6188,-70.5721,PUENTE ALTO
979,HUPEF,-33.3973,-70.5823,VITACURA
980,BUSTF,-33.439,-70.594,PROVIDENCIA
981,CLQC2,-33.5439,-70.744,MAIPÚ
982,COLG1,-33.1751,-70.6529,COLINA
983,PACHF,-33.562,-70.7072,SAN BERNARDO
984,VHERF,-33.5322,-70.775,MAIPÚ
985,DORSF,-33.3999,-70.6579,RECOLETA
986,ALONS,-33.4016,-70.5969,VITACURA
987,ELYAF,-33.4301,-70.6029,PROVIDENCIA
988,CHPC1,-33.4651,-70.6736,SANTIAGO
989,DMNC2,-33.4083,-70.5477,LAS CONDES
990,CNLOF,-33.4206,-70.5948,LAS CONDES
991,EESF2,-33.4157,-70.5753,LAS CONDES
992,TRAC1,-33.3863,-70.5589,VITACURA
